0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-52.16,8.66,-43.74,-88.94,7.38,-23.69,-95.95,4.09,-0.2,-89.05,1.66,16.93,-67.99,3.09,39.98
-52.31,8.71,-43.54,-88.9,7.28,-23.73,-95.93,3.93,-0.23,-89.02,1.56,16.93,-67.95,3.17,40.0
-52.49,8.77,-43.33,-88.9,7.18,-23.78,-95.94,3.77,-0.25,-89.01,1.46,16.93,-67.94,3.25,40.02
-52.67,8.83,-43.12,-88.89,7.07,-23.83,-95.95,3.61,-0.28,-89.01,1.37,16.93,-67.93,3.35,40.05
-52.84,8.85,-42.88,-88.84,6.94,-23.88,-95.91,3.44,-0.34,-88.97,1.24,16.89,-67.9,3.38,40.04
-53.03,8.88,-42.66,-88.84,6.8,-23.93,-95.92,3.27,-0.41,-88.97,1.13,16.86,-67.9,3.41,40.04
-53.16,8.9,-42.42,-88.75,6.65,-24.01,-95.85,3.11,-0.49,-88.9,1.02,16.8,-67.84,3.4,40.01
-53.34,8.93,-42.21,-88.73,6.5,-24.1,-95.85,2.95,-0.57,-88.91,0.92,16.76,-67.84,3.39,40.01
-53.51,8.96,-42.0,-88.71,6.34,-24.2,-95.86,2.79,-0.66,-88.91,0.82,16.7,-67.84,3.37,40.01
-53.58,8.94,-41.83,-88.61,6.19,-24.3,-95.79,2.61,-0.73,-88.84,0.74,16.65,-67.77,3.35,39.99
-53.7,8.92,-41.69,-88.58,6.05,-24.42,-95.79,2.43,-0.81,-88.84,0.67,16.61,-67.75,3.33,40.01
-53.77,8.93,-41.53,-88.49,5.92,-24.51,-95.73,2.29,-0.85,-88.78,0.66,16.6,-67.68,3.36,40.02
-53.87,8.95,-41.4,-88.47,5.8,-24.62,-95.73,2.14,-0.9,-88.78,0.65,16.59,-67.65,3.4,40.06
-53.93,8.98,-41.24,-88.37,5.72,-24.69,-95.65,2.04,-0.92,-88.71,0.69,16.58,-67.58,3.5,40.07
-54.03,9.02,-41.11,-88.35,5.64,-24.77,-95.66,1.94,-0.94,-88.71,0.74,16.58,-67.56,3.61,40.11
-54.13,9.07,-40.98,-88.33,5.58,-24.84,-95.66,1.86,-0.96,-88.72,0.8,16.59,-67.54,3.72,40.15
-54.22,9.14,-40.8,-88.26,5.54,-24.89,-95.6,1.82,-0.95,-88.66,0.9,16.6,-67.48,3.87,40.16
-54.34,9.21,-40.65,-88.24,5.52,-24.95,-95.6,1.79,-0.93,-88.66,1.01,16.63,-67.47,4.04,40.2
-54.44,9.32,-40.45,-88.18,5.56,-24.96,-95.55,1.79,-0.89,-88.61,1.07,16.67,-67.41,4.18,40.23
-54.58,9.43,-40.28,-88.17,5.62,-24.99,-95.55,1.8,-0.85,-88.6,1.15,16.72,-67.39,4.32,40.28
-54.72,9.55,-40.1,-88.16,5.69,-25.01,-95.55,1.82,-0.8,-88.6,1.23,16.78,-67.36,4.47,40.33
-54.84,9.7,-39.89,-88.13,5.81,-24.99,-95.52,1.79,-0.74,-88.56,1.26,16.85,-67.3,4.61,40.37
-54.99,9.86,-39.69,-88.13,5.94,-24.97,-95.52,1.77,-0.67,-88.54,1.29,16.93,-67.27,4.74,40.43
-55.11,10.01,-39.49,-88.11,6.03,-24.95,-95.5,1.68,-0.61,-88.51,1.27,16.99,-67.2,4.81,40.49
-55.25,10.17,-39.29,-88.11,6.12,-24.93,-95.51,1.58,-0.55,-88.5,1.24,17.06,-67.15,4.86,40.56
-55.38,10.33,-39.1,-88.11,6.21,-24.9,-95.51,1.47,-0.48,-88.48,1.21,17.14,-67.09,4.91,40.63
-55.49,10.41,-38.92,-88.11,6.28,-24.87,-95.5,1.31,-0.41,-88.46,1.11,17.21,-67.04,4.98,40.69
-55.63,10.52,-38.72,-88.12,6.35,-24.84,-95.5,1.13,-0.33,-88.44,1.0,17.28,-66.98,5.04,40.76
-55.72,10.56,-38.59,-88.14,6.38,-24.79,-95.5,0.98,-0.26,-88.42,0.9,17.36,-66.93,5.11,40.83
-55.8,10.59,-38.47,-88.15,6.4,-24.74,-95.5,0.81,-0.18,-88.4,0.8,17.45,-66.88,5.18,40.9
-55.87,10.6,-38.38,-88.18,6.36,-24.71,-95.52,0.66,-0.11,-88.4,0.73,17.53,-66.84,5.27,40.98
-55.93,10.6,-38.29,-88.2,6.31,-24.68,-95.51,0.52,-0.04,-88.38,0.66,17.61,-66.79,5.37,41.04
-55.98,10.6,-38.21,-88.21,6.25,-24.64,-95.51,0.37,0.04,-88.35,0.59,17.7,-66.74,5.47,41.11
-56.13,10.7,-38.01,-88.27,6.35,-24.59,-95.55,0.33,0.1,-88.38,0.59,17.76,-66.76,5.59,41.15
-56.26,10.8,-37.78,-88.28,6.45,-24.52,-95.55,0.31,0.15,-88.37,0.59,17.82,-66.75,5.71,41.16
-56.43,10.95,-37.54,-88.36,6.52,-24.44,-95.61,0.34,0.22,-88.42,0.68,17.87,-66.79,5.86,41.19
-56.56,11.1,-37.29,-88.38,6.59,-24.35,-95.61,0.38,0.3,-88.42,0.78,17.91,-66.8,6.02,41.18
-56.68,11.16,-37.17,-88.47,6.68,-24.26,-95.68,0.45,0.36,-88.48,0.87,17.95,-66.89,6.18,41.17
-56.75,11.19,-37.03,-88.5,6.77,-24.15,-95.68,0.54,0.41,-88.48,0.97,17.96,-66.93,6.35,41.12
-56.82,11.23,-36.9,-88.52,6.86,-24.03,-95.68,0.64,0.47,-88.48,1.08,17.97,-66.98,6.52,41.07
-56.93,11.21,-36.81,-88.64,6.91,-23.9,-95.76,0.84,0.5,-88.58,1.23,17.93,-67.15,6.63,40.97
-56.99,11.19,-36.69,-88.68,6.96,-23.74,-95.76,1.07,0.52,-88.6,1.39,17.86,-67.26,6.74,40.83
-57.13,11.24,-36.58,-88.83,7.01,-23.58,-95.87,1.37,0.53,-88.72,1.56,17.77,-67.51,6.83,40.65
-57.21,11.29,-36.42,-88.88,7.05,-23.39,-95.86,1.69,0.53,-88.75,1.73,17.65,-67.84,6.86,40.24
-57.36,11.36,-36.3,-89.04,7.1,-23.24,-95.98,1.91,0.52,-88.9,1.85,17.53,-68.39,6.9,39.68
-57.44,11.41,-36.12,-89.08,7.14,-23.06,-95.98,2.13,0.5,-88.93,1.96,17.37,-68.87,6.99,39.02
-57.52,11.48,-35.95,-89.13,7.17,-22.88,-95.97,2.35,0.48,-88.96,2.07,17.2,-69.3,7.1,38.39
-57.68,11.64,-35.8,-89.29,7.21,-22.75,-96.1,2.47,0.43,-89.12,2.14,17.05,-69.72,7.27,37.93
-57.76,11.81,-35.59,-89.33,7.24,-22.6,-96.1,2.57,0.38,-89.15,2.2,16.86,-70.02,7.41,37.44
-57.85,12.0,-35.36,-89.36,7.27,-22.44,-96.1,2.67,0.32,-89.18,2.25,16.67,-70.3,7.53,36.97
-57.98,12.12,-35.34,-89.55,7.29,-22.36,-96.26,2.67,0.23,-89.37,2.26,16.52,-70.51,7.53,36.88
-58.07,12.17,-35.37,-89.72,7.3,-22.31,-96.43,2.67,0.12,-89.55,2.24,16.35,-70.7,7.45,36.82
-58.06,12.18,-35.37,-89.74,7.3,-22.23,-96.43,2.64,-0.01,-89.58,2.21,16.16,-70.77,7.36,36.68
-58.05,12.18,-35.37,-89.76,7.3,-22.16,-96.43,2.6,-0.14,-89.61,2.17,15.96,-70.86,7.25,36.54
-58.1,12.2,-35.49,-89.92,7.32,-22.14,-96.59,2.6,-0.25,-89.78,2.17,15.83,-71.03,7.21,36.49
-58.06,12.19,-35.56,-89.93,7.33,-22.09,-96.59,2.58,-0.38,-89.81,2.17,15.67,-71.09,7.15,36.37
-58.07,12.18,-35.68,-90.01,7.56,-22.06,-96.69,2.67,-0.5,-89.92,2.27,15.51,-71.25,7.19,36.24
-58.02,12.14,-35.78,-89.99,7.82,-22.01,-96.69,2.76,-0.63,-89.95,2.38,15.33,-71.35,7.24,36.06
-57.94,12.08,-35.93,-89.97,8.1,-21.97,-96.69,2.87,-0.77,-89.97,2.5,15.15,-71.44,7.31,35.87
-57.91,12.01,-36.05,-89.98,8.34,-21.97,-96.73,2.94,-0.9,-90.03,2.58,14.97,-71.57,7.33,35.7
-57.85,11.93,-36.16,-89.95,8.59,-21.96,-96.72,3.02,-1.04,-90.06,2.67,14.8,-71.67,7.35,35.5
-57.82,11.83,-36.23,-89.87,9.04,-21.94,-96.7,3.2,-1.17,-90.06,2.82,14.61,-71.77,7.39,35.26
-57.79,11.71,-36.3,-89.76,9.87,-21.9,-96.69,3.4,-1.3,-90.08,2.99,14.43,-71.9,7.42,34.98
-57.76,11.59,-36.38,-89.61,10.85,-21.85,-96.68,3.61,-1.42,-90.1,3.16,14.25,-72.04,7.48,34.67
-57.68,11.45,-36.43,-89.46,11.27,-21.81,-96.58,3.75,-1.52,-90.03,3.28,14.1,-72.06,7.52,34.46
-57.65,11.31,-36.52,-89.39,11.63,-21.79,-96.57,3.9,-1.61,-90.04,3.4,13.98,-72.13,7.57,34.28
-57.53,11.14,-36.56,-89.21,11.89,-21.74,-96.43,4.02,-1.67,-89.93,3.52,13.85,-72.09,7.62,34.07
-57.49,10.98,-36.66,-89.15,12.21,-21.72,-96.42,4.16,-1.73,-89.93,3.64,13.74,-72.15,7.67,33.92
-57.44,10.8,-36.76,-89.07,12.58,-21.69,-96.41,4.3,-1.79,-89.94,3.77,13.65,-72.21,7.73,33.76
-57.29,10.59,-36.8,-88.75,13.33,-21.57,-96.23,4.47,-1.82,-89.78,3.9,13.55,-72.12,7.75,33.59
-57.24,10.38,-36.91,-88.56,14.16,-21.48,-96.22,4.65,-1.85,-89.78,4.04,13.49,-72.16,7.79,33.48
-57.03,10.16,-37.05,-88.37,14.25,-21.44,-96.04,4.7,-1.88,-89.62,4.08,13.43,-72.05,7.79,33.35
-56.91,9.94,-37.26,-88.34,14.35,-21.45,-96.03,4.76,-1.9,-89.62,4.12,13.41,-72.07,7.81,33.29
-56.78,9.72,-37.48,-88.31,14.45,-21.46,-96.03,4.81,-1.91,-89.62,4.15,13.39,-72.09,7.82,33.23
-56.55,9.5,-37.67,-88.16,14.42,-21.47,-95.87,4.79,-1.91,-89.48,4.18,13.35,-71.98,7.82,33.14
-56.4,9.3,-37.92,-88.16,14.4,-21.52,-95.88,4.77,-1.91,-89.48,4.22,13.35,-71.98,7.84,33.11
-56.18,9.09,-38.12,-88.06,14.29,-21.54,-95.76,4.69,-1.9,-89.36,4.18,13.35,-71.89,7.85,33.06
-56.03,8.89,-38.37,-88.08,14.18,-21.58,-95.76,4.6,-1.89,-89.36,4.15,13.37,-71.88,7.87,33.06
-55.87,8.8,-38.5,-88.01,14.02,-21.62,-95.67,4.49,-1.88,-89.27,4.04,13.39,-71.79,7.85,33.04
-55.77,8.73,-38.66,-88.04,13.87,-21.69,-95.68,4.38,-1.86,-89.26,3.92,13.44,-71.78,7.83,33.05
-55.67,8.67,-38.82,-88.07,13.7,-21.75,-95.69,4.26,-1.85,-89.26,3.79,13.48,-71.77,7.81,33.08
-55.54,8.71,-38.91,-88.02,13.49,-21.81,-95.6,4.12,-1.83,-89.17,3.66,13.54,-71.67,7.79,33.09
-55.47,8.77,-39.02,-88.05,13.29,-21.89,-95.61,3.98,-1.8,-89.17,3.52,13.62,-71.65,7.77,33.14
-55.34,8.83,-39.12,-88.02,13.01,-21.97,-95.54,3.82,-1.79,-89.08,3.37,13.71,-71.54,7.73,33.23
-55.26,8.91,-39.24,-88.05,12.74,-22.08,-95.55,3.66,-1.77,-89.08,3.22,13.81,-71.48,7.68,33.36
-55.11,9.0,-39.37,-88.18,11.57,-22.3,-95.49,3.37,-1.74,-88.99,3.02,13.97,-71.32,7.62,33.59
-55.0,9.1,-39.53,-88.35,10.29,-22.54,-95.5,3.08,-1.71,-88.98,2.82,14.16,-71.18,7.57,33.91
-54.89,9.21,-39.7,-88.46,9.1,-22.77,-95.52,2.77,-1.68,-88.95,2.61,14.35,-70.94,7.55,34.4
-54.72,9.22,-39.86,-88.46,8.12,-22.97,-95.46,2.19,-1.62,-88.86,2.29,14.6,-70.38,7.48,35.38
-54.59,9.23,-40.05,-88.5,7.24,-23.18,-95.47,1.45,-1.55,-88.82,1.96,14.87,-69.84,7.25,36.39
-54.44,9.2,-40.19,-88.45,6.62,-23.34,-95.41,0.69,-1.46,-88.73,1.54,15.15,-69.35,7.02,37.18
-54.33,9.17,-40.36,-88.44,6.03,-23.51,-95.39,-0.06,-1.37,-88.67,1.07,15.45,-68.92,6.78,37.88
-54.21,9.11,-40.48,-88.4,5.8,-23.59,-95.35,-0.42,-1.24,-88.58,0.67,15.72,-68.65,6.58,38.26
-54.12,9.04,-40.61,-88.39,5.54,-23.68,-95.34,-0.72,-1.1,-88.52,0.29,15.99,-68.43,6.39,38.61
-54.03,8.97,-40.74,-88.38,5.27,-23.76,-95.32,-1.02,-0.95,-88.45,-0.1,16.27,-68.19,6.18,38.96
-53.97,8.94,-40.8,-88.35,5.11,-23.79,-95.28,-1.23,-0.79,-88.35,-0.46,16.52,-68.06,6.03,39.11
-53.92,8.92,-40.87,-88.35,4.96,-23.81,-95.27,-1.44,-0.63,-88.27,-0.85,16.78,-67.93,5.88,39.28
-53.88,8.9,-40.87,-88.32,4.83,-23.77,-95.22,-1.54,-0.45,-88.17,-1.08,17.01,-67.81,5.8,39.39
-53.87,8.88,-40.89,-88.34,4.71,-23.73,-95.21,-1.63,-0.27,-88.1,-1.29,17.23,-67.72,5.74,39.51
-53.87,8.87,-40.89,-88.36,4.6,-23.68,-95.2,-1.7,-0.07,-88.04,-1.49,17.46,-67.63,5.68,39.64
-53.82,8.87,-40.87,-88.31,4.42,-23.6,-95.12,-1.71,0.11,-87.92,-1.57,17.63,-67.5,5.64,39.7
-53.82,8.89,-40.87,-88.33,4.24,-23.54,-95.12,-1.7,0.31,-87.88,-1.62,17.8,-67.43,5.61,39.79
-53.75,8.85,-40.86,-88.27,4.07,-23.48,-95.02,-1.73,0.48,-87.75,-1.7,17.97,-67.29,5.59,39.87
-53.74,8.82,-40.88,-88.28,3.9,-23.43,-95.02,-1.75,0.65,-87.71,-1.78,18.15,-67.2,5.57,39.98
-53.73,8.79,-40.91,-88.3,3.72,-23.37,-95.01,-1.76,0.82,-87.66,-1.84,18.33,-67.12,5.57,40.1
-53.65,8.73,-40.9,-88.21,3.47,-23.35,-94.9,-1.9,0.94,-87.52,-1.94,18.47,-66.94,5.52,40.2
-53.63,8.68,-40.93,-88.21,3.22,-23.35,-94.88,-2.05,1.07,-87.48,-2.05,18.63,-66.84,5.49,40.34
-53.53,8.58,-40.95,-88.11,2.98,-23.34,-94.76,-2.26,1.16,-87.34,-2.23,18.73,-66.67,5.41,40.42
-53.48,8.49,-41.02,-88.1,2.74,-23.35,-94.74,-2.48,1.25,-87.29,-2.41,18.84,-66.57,5.34,40.54
-53.43,8.38,-41.1,-88.09,2.5,-23.36,-94.71,-2.69,1.33,-87.24,-2.59,18.94,-66.47,5.26,40.66
-53.32,8.31,-41.12,-87.99,2.25,-23.32,-94.58,-2.87,1.4,-87.09,-2.73,19.02,-66.31,5.14,40.72
-53.21,8.23,-41.16,-87.9,2.02,-23.26,-94.46,-3.07,1.49,-86.96,-2.84,19.11,-66.16,5.04,40.78
-53.16,8.17,-41.24,-87.9,1.79,-23.22,-94.44,-3.26,1.58,-86.92,-2.95,19.22,-66.07,4.96,40.88
-53.1,8.1,-41.32,-87.91,1.57,-23.18,-94.41,-3.46,1.67,-86.88,-3.05,19.32,-65.99,4.88,40.97
-53.01,7.98,-41.37,-87.85,1.42,-23.12,-94.32,-3.62,1.78,-86.78,-3.11,19.42,-65.88,4.85,41.02
-52.95,7.86,-41.45,-87.86,1.28,-23.06,-94.29,-3.79,1.89,-86.75,-3.16,19.52,-65.82,4.83,41.1
-52.89,7.76,-41.49,-87.82,1.18,-22.99,-94.21,-3.94,2.0,-86.67,-3.16,19.62,-65.72,4.82,41.15
-52.85,7.67,-41.55,-87.83,1.1,-22.93,-94.19,-4.09,2.12,-86.65,-3.16,19.73,-65.66,4.82,41.22
-52.81,7.59,-41.61,-87.84,1.03,-22.87,-94.16,-4.23,2.23,-86.62,-3.15,19.83,-65.6,4.83,41.29
-52.73,7.5,-41.68,-87.82,1.0,-22.84,-94.1,-4.39,2.33,-86.56,-3.15,19.94,-65.5,4.82,41.36
-52.67,7.43,-41.76,-87.83,0.98,-22.81,-94.07,-4.54,2.44,-86.53,-3.15,20.04,-65.43,4.81,41.44
-52.61,7.34,-41.84,-87.82,0.97,-22.8,-94.04,-4.67,2.52,-86.5,-3.13,20.13,-65.36,4.81,41.51
-52.56,7.25,-41.91,-87.83,0.98,-22.79,-94.02,-4.79,2.61,-86.48,-3.11,20.22,-65.3,4.81,41.58
-52.51,7.16,-41.99,-87.83,0.99,-22.79,-94.0,-4.91,2.7,-86.46,-3.09,20.31,-65.24,4.82,41.65
-52.46,7.08,-42.07,-87.84,1.05,-22.79,-93.99,-4.96,2.75,-86.46,-3.06,20.37,-65.2,4.81,41.71
-52.4,7.0,-42.14,-87.84,1.12,-22.8,-93.99,-5.0,2.79,-86.45,-3.02,20.42,-65.16,4.8,41.75
-52.38,6.92,-42.2,-87.87,1.18,-22.8,-94.01,-4.98,2.81,-86.47,-2.97,20.44,-65.17,4.8,41.76
-52.34,6.85,-42.24,-87.87,1.25,-22.8,-94.01,-4.95,2.82,-86.47,-2.93,20.46,-65.17,4.81,41.76
-52.39,6.81,-42.25,-87.93,1.28,-22.79,-94.08,-4.84,2.81,-86.55,-2.84,20.41,-65.29,4.84,41.69
-52.41,6.77,-42.22,-87.94,1.31,-22.76,-94.09,-4.71,2.79,-86.58,-2.74,20.33,-65.4,4.88,41.58
-52.44,6.74,-42.18,-87.95,1.33,-22.73,-94.11,-4.57,2.76,-86.62,-2.63,20.25,-65.51,4.92,41.45
-52.57,6.75,-42.13,-88.04,1.37,-22.72,-94.24,-4.32,2.69,-86.77,-2.48,20.11,-65.75,4.92,41.3
-52.65,6.77,-42.03,-88.05,1.41,-22.69,-94.28,-4.03,2.61,-86.84,-2.31,19.93,-66.08,4.88,40.91
-52.84,6.96,-41.92,-88.17,1.67,-22.72,-94.44,-3.72,2.52,-87.01,-2.18,19.76,-66.57,4.81,40.46
-52.98,7.16,-41.74,-88.18,1.95,-22.72,-94.49,-3.38,2.42,-87.08,-2.05,19.55,-66.97,4.74,39.96
-53.14,7.39,-41.55,-88.19,2.26,-22.72,-94.54,-3.01,2.31,-87.16,-1.9,19.32,-67.34,4.67,39.48
-53.34,7.61,-41.43,-88.32,2.59,-22.76,-94.71,-2.72,2.19,-87.34,-1.82,19.1,-67.73,4.64,39.14
-53.48,7.84,-41.23,-88.33,2.97,-22.77,-94.75,-2.41,2.06,-87.42,-1.74,18.84,-68.0,4.6,38.77
-53.65,8.04,-41.16,-88.46,3.41,-22.8,-94.92,-2.15,1.95,-87.6,-1.68,18.64,-68.22,4.66,38.64
-53.74,8.24,-41.02,-88.46,3.89,-22.79,-94.95,-1.89,1.83,-87.67,-1.55,18.4,-68.34,4.74,38.47
-53.83,8.45,-40.89,-88.46,4.37,-22.78,-94.98,-1.62,1.71,-87.74,-1.37,18.14,-68.47,4.83,38.28
-53.92,8.6,-40.92,-88.58,4.6,-22.82,-95.14,-1.41,1.62,-87.91,-1.33,18.01,-68.63,4.79,38.25
-53.92,8.75,-40.9,-88.58,4.82,-22.83,-95.16,-1.21,1.53,-87.94,-1.29,17.85,-68.69,4.74,38.16
-53.97,8.85,-41.03,-88.73,5.03,-22.88,-95.35,-0.98,1.5,-88.13,-1.21,17.8,-68.8,4.69,38.23
-53.92,8.93,-41.09,-88.72,5.24,-22.88,-95.37,-0.74,1.46,-88.15,-1.12,17.72,-68.78,4.64,38.25
-53.99,8.97,-41.25,-88.92,5.34,-22.93,-95.59,-0.53,1.45,-88.36,-1.03,17.71,-68.92,4.6,38.36
-53.93,8.98,-41.32,-88.92,5.41,-22.92,-95.6,-0.33,1.45,-88.38,-0.94,17.67,-68.89,4.54,38.38
-53.86,8.97,-41.41,-88.92,5.47,-22.92,-95.61,-0.13,1.45,-88.39,-0.84,17.65,-68.86,4.49,38.42
-53.95,9.0,-41.55,-89.13,5.53,-22.96,-95.84,0.03,1.46,-88.61,-0.77,17.69,-68.97,4.48,38.59
-53.92,9.0,-41.59,-89.13,5.57,-22.94,-95.85,0.17,1.48,-88.61,-0.71,17.7,-68.91,4.46,38.67
-53.88,8.99,-41.64,-89.14,5.6,-22.92,-95.85,0.31,1.49,-88.61,-0.64,17.72,-68.84,4.44,38.76
-53.99,8.97,-41.73,-89.33,5.6,-22.94,-96.06,0.46,1.43,-88.82,-0.46,17.72,-68.96,4.59,38.88
-54.06,8.91,-41.79,-89.45,5.63,-22.95,-96.19,0.61,1.33,-88.97,-0.28,17.67,-69.06,4.78,38.93
-54.05,8.84,-41.79,-89.45,5.64,-22.93,-96.2,0.74,1.22,-89.0,-0.1,17.61,-69.07,4.98,38.92
-54.05,8.75,-41.8,-89.46,5.66,-22.91,-96.2,0.87,1.11,-89.02,0.08,17.54,-69.09,5.19,38.91
-54.01,8.69,-41.84,-89.44,5.81,-22.91,-96.2,1.03,0.96,-89.05,0.26,17.42,-69.13,5.3,38.85
-53.98,8.62,-41.88,-89.43,5.97,-22.92,-96.21,1.19,0.8,-89.09,0.45,17.29,-69.18,5.42,38.78
-53.88,8.56,-41.92,-89.34,6.09,-22.92,-96.13,1.3,0.64,-89.05,0.59,17.14,-69.19,5.46,38.64
-53.82,8.5,-42.0,-89.33,6.22,-22.95,-96.14,1.4,0.47,-89.09,0.72,16.99,-69.27,5.49,38.53
-53.76,8.44,-42.08,-89.31,6.35,-22.97,-96.14,1.49,0.29,-89.12,0.85,16.84,-69.35,5.52,38.41
-53.63,8.43,-42.09,-89.16,6.57,-22.97,-96.01,1.63,0.12,-89.03,0.94,16.65,-69.35,5.49,38.21
-53.58,8.43,-42.16,-89.13,6.82,-23.0,-96.01,1.78,-0.05,-89.07,1.04,16.48,-69.45,5.46,38.06
-53.45,8.42,-42.17,-88.99,7.08,-22.98,-95.88,1.91,-0.19,-88.98,1.11,16.31,-69.44,5.41,37.87
-53.38,8.41,-42.26,-88.95,7.53,-22.97,-95.88,2.04,-0.33,-89.01,1.18,16.16,-69.52,5.36,37.73
-53.3,8.39,-42.36,-88.91,8.06,-22.96,-95.87,2.17,-0.46,-89.03,1.24,16.02,-69.61,5.3,37.59
-53.15,8.36,-42.4,-88.7,8.97,-22.88,-95.75,2.37,-0.57,-88.95,1.33,15.88,-69.6,5.26,37.42
-53.08,8.34,-42.49,-88.59,9.85,-22.83,-95.74,2.58,-0.68,-88.97,1.41,15.77,-69.68,5.22,37.29
-53.0,8.38,-42.48,-88.45,10.25,-22.77,-95.65,2.75,-0.76,-88.91,1.47,15.66,-69.68,5.19,37.15
-52.96,8.43,-42.52,-88.41,10.56,-22.74,-95.65,2.93,-0.83,-88.92,1.53,15.57,-69.75,5.16,37.03
-52.93,8.49,-42.55,-88.37,10.84,-22.71,-95.64,3.11,-0.89,-88.94,1.58,15.49,-69.82,5.12,36.92
-52.89,8.53,-42.56,-88.32,10.98,-22.67,-95.6,3.29,-0.95,-88.92,1.61,15.4,-69.87,5.08,36.78
-52.87,8.57,-42.57,-88.31,11.13,-22.64,-95.59,3.48,-1.0,-88.93,1.64,15.32,-69.94,5.04,36.66
-52.84,8.63,-42.61,-88.3,11.21,-22.61,-95.58,3.62,-1.04,-88.94,1.63,15.25,-70.0,5.02,36.55
-52.81,8.69,-42.64,-88.29,11.29,-22.58,-95.57,3.75,-1.09,-88.95,1.61,15.17,-70.06,4.99,36.44
-52.78,8.75,-42.67,-88.28,11.38,-22.55,-95.56,3.88,-1.13,-88.96,1.59,15.1,-70.12,4.97,36.33
-52.74,8.88,-42.74,-88.31,11.34,-22.54,-95.58,3.93,-1.16,-88.98,1.57,15.07,-70.17,4.99,36.27
-52.69,9.02,-42.79,-88.33,11.28,-22.53,-95.58,3.98,-1.19,-88.99,1.55,15.03,-70.21,5.01,36.21
-52.62,9.19,-42.92,-88.4,11.12,-22.52,-95.63,3.91,-1.18,-89.02,1.53,15.05,-70.24,5.1,36.23
-52.52,9.37,-43.04,-88.44,10.94,-22.49,-95.63,3.84,-1.17,-89.02,1.5,15.06,-70.23,5.2,36.24
-52.4,9.66,-43.24,-88.53,10.74,-22.47,-95.69,3.75,-1.13,-89.05,1.48,15.13,-70.25,5.35,36.3
-52.21,10.05,-43.45,-88.59,10.42,-22.44,-95.7,3.65,-1.09,-89.04,1.47,15.2,-70.22,5.52,36.36
-52.13,10.3,-43.61,-88.78,9.64,-22.41,-95.77,3.6,-1.04,-89.09,1.56,15.26,-70.28,5.83,36.37
-52.03,10.48,-43.72,-88.9,8.86,-22.36,-95.77,3.54,-0.98,-89.09,1.67,15.32,-70.31,6.24,36.34
-51.93,10.64,-43.82,-89.0,8.13,-22.3,-95.78,3.47,-0.92,-89.08,1.78,15.39,-70.34,6.84,36.28
-51.95,10.82,-43.85,-89.12,7.74,-22.2,-95.84,3.4,-0.84,-89.12,1.88,15.46,-70.45,7.55,36.16
-51.94,11.01,-43.84,-89.18,7.42,-22.07,-95.84,3.33,-0.76,-89.11,1.98,15.53,-70.52,8.25,36.01
-51.97,11.28,-43.77,-89.2,7.32,-21.94,-95.83,3.3,-0.68,-89.08,2.04,15.56,-70.56,8.57,35.88
-52.01,11.57,-43.69,-89.24,7.2,-21.81,-95.83,3.27,-0.6,-89.08,2.1,15.6,-70.61,8.82,35.75
-52.07,11.88,-43.59,-89.28,7.07,-21.68,-95.83,3.24,-0.51,-89.07,2.17,15.63,-70.67,9.06,35.62
-52.05,12.06,-43.48,-89.2,7.03,-21.56,-95.73,3.17,-0.43,-88.97,2.13,15.62,-70.68,9.14,35.41
-52.09,12.25,-43.4,-89.23,6.99,-21.46,-95.73,3.11,-0.35,-88.97,2.09,15.63,-70.77,9.24,35.22
-52.05,12.4,-43.24,-89.09,6.94,-21.37,-95.57,3.01,-0.29,-88.8,1.98,15.6,-70.73,9.17,35.01
-52.11,12.57,-43.15,-89.1,6.9,-21.32,-95.57,2.92,-0.23,-88.8,1.87,15.59,-70.82,9.11,34.86
-52.16,12.74,-43.06,-89.12,6.87,-21.27,-95.57,2.82,-0.17,-88.8,1.74,15.58,-70.92,9.03,34.7
-52.12,12.82,-42.9,-88.95,6.86,-21.18,-95.39,2.7,-0.09,-88.62,1.63,15.55,-70.85,8.91,34.51
-52.18,12.91,-42.81,-88.97,6.87,-21.13,-95.39,2.59,0.0,-88.61,1.51,15.54,-70.92,8.79,34.39
-52.14,12.93,-42.65,-88.8,6.84,-21.03,-95.2,2.5,0.07,-88.43,1.45,15.5,-70.84,8.68,34.21
-52.2,12.97,-42.58,-88.82,6.83,-20.97,-95.2,2.42,0.15,-88.43,1.39,15.49,-70.91,8.58,34.1
-52.2,13.06,-42.41,-88.7,6.83,-20.86,-95.06,2.38,0.21,-88.3,1.35,15.43,-70.86,8.49,33.94
-52.28,13.17,-42.3,-88.71,6.85,-20.79,-95.06,2.35,0.26,-88.31,1.32,15.39,-70.93,8.4,33.82
-52.34,13.3,-42.13,-88.68,6.89,-20.61,-94.99,2.39,0.32,-88.25,1.36,15.3,-70.97,8.33,33.63
-52.43,13.44,-41.99,-88.71,6.95,-20.43,-94.98,2.45,0.37,-88.27,1.41,15.22,-71.06,8.26,33.46
-52.54,13.58,-41.84,-88.74,7.0,-20.25,-94.98,2.53,0.42,-88.28,1.48,15.13,-71.17,8.19,33.25
-52.68,13.75,-41.75,-88.88,6.98,-20.07,-95.08,2.57,0.47,-88.39,1.54,15.06,-71.38,8.12,33.04
-52.76,13.91,-41.62,-88.93,6.94,-19.85,-95.08,2.62,0.53,-88.41,1.59,14.96,-71.51,8.03,32.78
