0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-60.16,19.71,-35.52,-70.67,42.59,-9.11,-77.29,45.26,-1.62,-65.15,47.51,6.95,-25.03,20.5,6.281
-60.26,19.71,-35.52,-70.74,42.66,-9.12,-77.42,45.3,-1.63,-65.28,47.56,6.97,-25.06,20.47,6.321
-60.28,19.68,-35.48,-70.72,42.68,-9.11,-77.45,45.29,-1.63,-65.32,47.55,6.98,-25.05,20.41,6.341
-60.33,19.68,-35.45,-70.74,42.73,-9.11,-77.53,45.3,-1.64,-65.39,47.57,6.98,-25.06,20.35,6.371
-60.36,19.66,-35.4,-70.73,42.75,-9.1,-77.56,45.29,-1.65,-65.41,47.56,6.98,-25.05,20.28,6.401
-60.33,19.64,-35.35,-70.67,42.74,-9.09,-77.56,45.23,-1.66,-65.44,47.51,6.99,-25.04,20.19,6.431
-60.34,19.63,-35.31,-70.65,42.76,-9.08,-77.62,45.2,-1.66,-65.51,47.49,7.0,-25.04,20.11,6.461
-60.35,19.62,-35.27,-70.63,42.78,-9.08,-77.68,45.17,-1.67,-65.58,47.47,7.01,-25.05,20.03,6.491
-60.29,19.63,-35.13,-70.11,42.87,-9.06,-77.52,45.14,-1.68,-65.54,47.38,7.01,-25.03,19.94,6.521
-60.32,19.67,-35.03,-69.64,43.03,-9.05,-77.45,45.18,-1.7,-65.59,47.36,7.02,-25.05,19.88,6.55
-60.24,19.67,-34.94,-69.2,43.08,-9.04,-77.35,45.11,-1.71,-65.63,47.25,7.03,-25.04,19.83,6.56
-60.24,19.69,-34.9,-68.83,43.2,-9.05,-77.36,45.1,-1.72,-65.78,47.2,7.06,-25.06,19.81,6.57
-60.14,19.7,-34.77,-68.4,43.21,-9.04,-77.19,45.04,-1.73,-65.78,47.08,7.07,-25.03,19.79,6.56
-60.14,19.74,-34.71,-68.09,43.3,-9.05,-77.17,45.05,-1.75,-65.89,47.04,7.09,-25.05,19.82,6.57
-60.14,19.8,-34.65,-67.78,43.38,-9.06,-77.14,45.07,-1.76,-66.02,47.0,7.12,-25.07,19.85,6.57
-59.9,19.83,-34.37,-67.24,43.27,-9.03,-76.8,44.88,-1.77,-65.89,46.75,7.12,-24.99,19.85,6.52
-59.91,19.97,-34.23,-66.99,43.34,-9.03,-76.79,44.89,-1.78,-66.04,46.7,7.16,-25.02,19.94,6.5
-59.7,20.04,-33.95,-66.5,43.23,-9.01,-76.48,44.73,-1.77,-65.92,46.48,7.16,-24.95,19.92,6.46
-59.71,20.19,-33.8,-66.26,43.29,-9.01,-76.46,44.74,-1.78,-66.04,46.43,7.2,-24.97,19.96,6.44
-59.72,20.35,-33.63,-66.03,43.34,-9.02,-76.45,44.75,-1.78,-66.17,46.39,7.23,-24.99,20.01,6.42
-59.45,20.39,-33.32,-65.46,43.19,-8.99,-76.04,44.55,-1.78,-65.98,46.12,7.23,-24.89,19.91,6.38
-59.46,20.52,-33.16,-65.2,43.25,-9.0,-76.0,44.57,-1.78,-66.11,46.07,7.28,-24.92,19.9,6.37
-59.13,20.53,-32.85,-64.48,43.1,-8.96,-75.5,44.37,-1.78,-65.84,45.78,7.27,-24.81,19.77,6.34
-59.13,20.65,-32.72,-64.05,43.22,-8.97,-75.41,44.42,-1.8,-65.95,45.74,7.3,-24.84,19.74,6.34
-58.9,20.7,-32.51,-63.59,43.13,-8.96,-75.1,44.29,-1.81,-65.82,45.54,7.3,-24.78,19.66,6.32
-58.87,20.84,-32.43,-63.38,43.19,-8.98,-75.07,44.31,-1.83,-65.92,45.5,7.33,-24.81,19.65,6.32
-58.85,20.97,-32.36,-63.17,43.25,-9.0,-75.03,44.33,-1.85,-66.02,45.46,7.35,-24.84,19.64,6.31
-58.73,21.08,-32.22,-62.92,43.22,-9.0,-74.84,44.29,-1.87,-65.94,45.37,7.34,-24.84,19.63,6.3
-58.7,21.24,-32.14,-62.8,43.27,-9.03,-74.77,44.33,-1.9,-65.95,45.36,7.34,-24.88,19.66,6.29
-58.66,21.38,-32.06,-62.65,43.29,-9.04,-74.71,44.34,-1.93,-65.95,45.33,7.33,-24.91,19.65,6.29
-58.63,21.54,-31.98,-62.54,43.33,-9.06,-74.67,44.36,-1.96,-65.97,45.32,7.32,-24.96,19.66,6.3
-58.61,21.69,-31.91,-62.44,43.36,-9.08,-74.64,44.38,-1.99,-65.99,45.31,7.31,-25.0,19.66,6.31
-58.67,21.82,-31.87,-62.28,43.47,-9.1,-74.65,44.47,-2.03,-66.11,45.33,7.3,-25.08,19.66,6.35
-58.67,21.93,-31.8,-62.04,43.53,-9.11,-74.57,44.51,-2.06,-66.15,45.31,7.29,-25.14,19.63,6.38
-58.76,22.04,-31.79,-61.85,43.67,-9.12,-74.57,44.65,-2.1,-66.27,45.37,7.27,-25.23,19.57,6.45
-58.77,22.11,-31.72,-61.55,43.73,-9.12,-74.44,44.72,-2.13,-66.28,45.36,7.23,-25.27,19.46,6.52
-58.77,22.17,-31.66,-61.18,43.81,-9.11,-74.31,44.79,-2.17,-66.28,45.34,7.19,-25.33,19.32,6.59
-58.85,22.25,-31.65,-60.88,43.95,-9.11,-74.26,44.93,-2.2,-66.34,45.41,7.16,-25.43,19.11,6.7
-58.85,22.29,-31.59,-60.49,44.02,-9.1,-74.09,45.02,-2.23,-66.3,45.41,7.11,-25.5,18.85,6.81
-58.98,22.31,-31.64,-60.36,44.14,-9.1,-74.07,45.18,-2.26,-66.35,45.52,7.07,-25.58,18.77,6.9
-58.99,22.28,-31.63,-60.13,44.18,-9.09,-73.91,45.27,-2.28,-66.28,45.54,7.02,-25.62,18.68,6.97
-59.1,22.25,-31.71,-60.09,44.28,-9.09,-73.87,45.41,-2.29,-66.22,45.66,6.97,-25.67,18.65,7.03
-59.11,22.18,-31.75,-59.98,44.3,-9.08,-73.72,45.49,-2.3,-66.05,45.72,6.91,-25.68,18.6,7.07
-59.13,22.1,-31.8,-59.88,44.33,-9.06,-73.56,45.57,-2.3,-65.85,45.78,6.85,-25.69,18.54,7.11
-59.27,22.03,-31.95,-60.01,44.43,-9.07,-73.61,45.72,-2.29,-65.85,45.93,6.82,-25.74,18.58,7.14
-59.28,21.9,-32.04,-60.04,44.43,-9.05,-73.5,45.78,-2.27,-65.7,45.98,6.79,-25.73,18.58,7.15
-59.55,21.88,-32.24,-60.33,44.62,-9.08,-73.72,46.01,-2.27,-65.86,46.21,6.8,-25.83,18.68,7.18
-59.56,21.77,-32.3,-60.4,44.62,-9.07,-73.64,46.05,-2.24,-65.74,46.25,6.78,-25.81,18.71,7.17
-59.58,21.65,-32.37,-60.48,44.61,-9.05,-73.56,46.09,-2.22,-65.63,46.29,6.76,-25.79,18.75,7.16
-59.94,21.68,-32.6,-60.88,44.85,-9.1,-74.0,46.34,-2.22,-66.06,46.54,6.82,-25.94,18.89,7.2
-59.96,21.57,-32.64,-60.94,44.84,-9.09,-74.03,46.32,-2.21,-66.13,46.52,6.83,-25.95,18.92,7.19
-60.39,21.63,-32.9,-61.41,45.11,-9.14,-74.57,46.62,-2.21,-66.63,46.82,6.9,-26.14,19.12,7.22
-60.41,21.53,-32.93,-61.47,45.08,-9.14,-74.62,46.59,-2.19,-66.68,46.79,6.92,-26.15,19.2,7.19
-60.83,21.63,-33.13,-61.97,45.33,-9.2,-75.16,46.86,-2.2,-67.17,47.07,6.98,-26.34,19.42,7.2
-60.85,21.59,-33.1,-62.08,45.29,-9.2,-75.21,46.83,-2.19,-67.24,47.05,7.0,-26.37,19.51,7.17
-60.87,21.56,-33.07,-62.2,45.24,-9.21,-75.27,46.8,-2.18,-67.3,47.02,7.02,-26.4,19.61,7.13
-61.2,21.64,-33.25,-62.68,45.43,-9.26,-75.74,47.0,-2.18,-67.74,47.24,7.09,-26.55,19.86,7.11
-61.21,21.61,-33.26,-62.84,45.38,-9.27,-75.83,46.96,-2.18,-67.83,47.2,7.11,-26.57,20.02,7.06
-61.5,21.67,-33.37,-63.26,45.54,-9.32,-76.19,47.15,-2.18,-68.16,47.4,7.16,-26.69,20.25,7.04
-61.52,21.64,-33.34,-63.4,45.5,-9.32,-76.21,47.13,-2.17,-68.2,47.38,7.17,-26.7,20.4,6.99
-61.55,21.61,-33.29,-63.54,45.46,-9.33,-76.24,47.12,-2.16,-68.24,47.37,7.19,-26.71,20.55,6.95
-61.78,21.64,-33.41,-63.93,45.59,-9.37,-76.61,47.24,-2.17,-68.58,47.51,7.24,-26.8,20.78,6.93
-61.8,21.6,-33.4,-64.08,45.56,-9.38,-76.72,47.19,-2.17,-68.68,47.48,7.26,-26.8,20.94,6.89
-61.98,21.63,-33.5,-64.46,45.66,-9.42,-77.03,47.28,-2.18,-68.96,47.58,7.3,-26.89,21.16,6.87
-61.99,21.61,-33.5,-64.66,45.62,-9.44,-77.14,47.22,-2.18,-69.06,47.55,7.32,-26.9,21.32,6.83
-62.11,21.68,-33.55,-65.0,45.67,-9.48,-77.46,47.23,-2.2,-69.26,47.62,7.35,-26.95,21.46,6.81
-62.11,21.72,-33.54,-65.22,45.62,-9.5,-77.64,47.13,-2.22,-69.33,47.59,7.37,-26.94,21.55,6.78
-62.19,21.81,-33.57,-65.55,45.64,-9.56,-77.99,47.07,-2.25,-69.57,47.6,7.4,-27.0,21.68,6.75
-62.18,21.88,-33.55,-65.81,45.59,-9.6,-78.25,46.93,-2.27,-69.71,47.54,7.43,-27.02,21.79,6.71
-62.17,21.96,-33.54,-66.06,45.53,-9.64,-78.52,46.78,-2.31,-69.86,47.47,7.46,-27.05,21.89,6.67
-62.2,22.11,-33.52,-66.42,45.51,-9.71,-78.86,46.67,-2.35,-70.02,47.47,7.48,-27.08,21.94,6.64
-62.18,22.28,-33.47,-66.74,45.44,-9.78,-79.15,46.5,-2.39,-70.11,47.42,7.49,-27.08,21.96,6.61
-62.16,22.45,-33.41,-67.07,45.36,-9.85,-79.45,46.33,-2.43,-70.21,47.37,7.5,-27.09,21.97,6.58
-62.17,22.57,-33.38,-67.67,45.22,-9.94,-79.74,46.2,-2.48,-70.28,47.35,7.5,-27.1,21.98,6.55
-62.17,22.69,-33.33,-68.32,45.03,-10.03,-80.0,46.04,-2.52,-70.32,47.33,7.5,-27.1,21.98,6.52
-62.18,22.75,-33.32,-69.26,44.72,-10.15,-80.32,45.86,-2.56,-70.4,47.29,7.5,-27.11,21.95,6.51
-62.17,22.81,-33.31,-70.15,44.4,-10.27,-80.68,45.64,-2.61,-70.46,47.25,7.49,-27.12,21.9,6.49
-62.17,22.8,-33.35,-70.95,44.08,-10.37,-80.95,45.46,-2.64,-70.48,47.23,7.49,-27.11,21.82,6.49
-62.17,22.78,-33.41,-71.67,43.77,-10.46,-81.21,45.29,-2.66,-70.51,47.2,7.5,-27.1,21.74,6.49
-62.17,22.75,-33.47,-72.32,43.49,-10.55,-81.46,45.12,-2.69,-70.53,47.18,7.5,-27.09,21.64,6.49
-62.16,22.65,-33.56,-72.97,43.14,-10.63,-81.76,44.88,-2.71,-70.55,47.13,7.5,-27.07,21.55,6.49
-62.17,22.56,-33.66,-73.64,42.8,-10.71,-82.12,44.64,-2.73,-70.6,47.1,7.51,-27.07,21.47,6.491
-62.19,22.44,-33.77,-74.11,42.56,-10.77,-82.33,44.49,-2.74,-70.66,47.06,7.52,-27.06,21.4,6.501
-62.21,22.32,-33.89,-74.55,42.32,-10.83,-82.53,44.35,-2.74,-70.72,47.03,7.54,-27.05,21.33,6.511
-62.23,22.18,-34.01,-74.99,42.08,-10.88,-82.73,44.21,-2.75,-70.78,46.99,7.55,-27.04,21.25,6.531
-62.27,22.06,-34.15,-75.46,41.87,-10.95,-82.94,44.08,-2.75,-70.83,46.99,7.57,-27.05,21.18,6.541
-62.29,21.92,-34.28,-75.93,41.64,-11.01,-83.14,43.94,-2.75,-70.86,46.96,7.58,-27.04,21.11,6.551
-62.32,21.82,-34.39,-76.33,41.47,-11.08,-83.46,43.74,-2.76,-71.0,46.91,7.61,-27.07,21.01,6.571
-62.33,21.73,-34.51,-76.76,41.28,-11.15,-83.76,43.52,-2.77,-71.13,46.84,7.64,-27.09,20.92,6.591
-62.36,21.7,-34.55,-77.05,41.19,-11.22,-83.99,43.37,-2.79,-71.26,46.79,7.67,-27.14,20.82,6.611
-62.37,21.68,-34.59,-77.31,41.09,-11.28,-84.21,43.21,-2.8,-71.38,46.72,7.7,-27.19,20.72,6.631
-62.39,21.67,-34.62,-77.58,40.99,-11.35,-84.42,43.05,-2.81,-71.5,46.65,7.73,-27.24,20.62,6.651
-62.4,21.71,-34.65,-78.05,40.8,-11.42,-84.72,42.84,-2.82,-71.62,46.59,7.77,-27.26,20.45,6.681
-62.4,21.76,-34.67,-78.53,40.59,-11.5,-85.0,42.62,-2.82,-71.73,46.53,7.8,-27.28,20.27,6.711
-62.4,21.85,-34.65,-78.99,40.4,-11.55,-85.27,42.43,-2.82,-71.81,46.49,7.83,-27.28,20.07,6.761
-62.4,21.95,-34.63,-79.41,40.21,-11.61,-85.52,42.24,-2.82,-71.88,46.45,7.86,-27.27,19.86,6.801
-62.4,22.07,-34.6,-79.8,40.02,-11.66,-85.77,42.04,-2.82,-71.95,46.4,7.9,-27.27,19.63,6.851
-62.38,22.14,-34.65,-80.21,39.83,-11.71,-86.03,41.84,-2.8,-71.95,46.42,7.92,-27.19,19.39,6.891
-62.36,22.22,-34.7,-80.6,39.62,-11.76,-86.29,41.64,-2.77,-71.93,46.43,7.94,-27.0,19.03,6.941
-62.33,22.28,-34.78,-81.1,39.35,-11.81,-86.48,41.49,-2.73,-71.84,46.49,7.95,-26.68,18.52,6.991
-62.31,22.34,-34.86,-81.61,39.06,-11.86,-86.65,41.35,-2.69,-71.72,46.56,7.96,-26.36,18.01,7.051
-62.27,22.41,-34.97,-82.16,38.72,-11.92,-86.79,41.24,-2.64,-71.6,46.63,7.97,-26.16,17.69,7.091
-62.22,22.48,-35.09,-82.71,38.37,-11.98,-86.91,41.15,-2.6,-71.47,46.71,7.97,-25.99,17.43,7.111
-62.17,22.55,-35.21,-83.25,37.99,-12.04,-87.01,41.06,-2.55,-71.32,46.8,7.98,-25.84,17.19,7.141
-62.14,22.62,-35.32,-83.76,37.63,-12.08,-87.08,41.01,-2.5,-71.15,46.89,7.98,-25.75,17.08,7.151
-62.1,22.69,-35.43,-84.28,37.24,-12.13,-87.13,40.97,-2.45,-70.97,46.99,7.98,-25.66,17.0,7.151
-62.06,22.75,-35.53,-84.72,36.87,-12.18,-87.16,40.94,-2.4,-70.82,47.07,7.97,-25.6,16.98,7.151
-62.02,22.82,-35.63,-85.2,36.44,-12.24,-87.18,40.93,-2.35,-70.67,47.16,7.97,-25.53,16.96,7.141
-61.98,22.89,-35.74,-85.69,35.99,-12.3,-87.19,40.92,-2.3,-70.51,47.25,7.96,-25.46,16.95,7.131
-61.95,22.96,-35.82,-86.15,35.55,-12.35,-87.2,40.91,-2.24,-70.37,47.32,7.96,-25.38,16.99,7.101
-61.93,23.02,-35.9,-86.58,35.12,-12.39,-87.2,40.91,-2.18,-70.23,47.4,7.95,-25.31,17.03,7.071
-61.9,23.18,-35.92,-86.71,34.99,-12.37,-87.17,40.94,-2.13,-70.12,47.45,7.95,-25.26,17.09,7.051
-61.87,23.34,-35.92,-86.83,34.87,-12.34,-87.13,40.97,-2.07,-70.01,47.51,7.95,-25.21,17.14,7.021
-61.83,23.48,-35.94,-86.81,34.9,-12.29,-87.05,41.04,-2.02,-69.92,47.55,7.95,-25.17,17.18,7.001
-61.8,23.62,-35.96,-86.76,34.94,-12.22,-86.95,41.13,-1.98,-69.84,47.59,7.94,-25.13,17.23,6.981
-61.77,23.76,-35.97,-86.69,35.01,-12.15,-86.83,41.22,-1.94,-69.76,47.63,7.94,-25.09,17.27,6.961
-61.74,23.8,-36.01,-86.6,35.09,-12.08,-86.74,41.3,-1.9,-69.69,47.67,7.94,-25.07,17.27,6.951
-61.72,23.84,-36.06,-86.49,35.2,-12.01,-86.64,41.38,-1.87,-69.62,47.7,7.94,-25.05,17.26,6.951
-61.72,23.83,-36.09,-86.03,35.6,-11.91,-86.39,41.58,-1.85,-69.47,47.77,7.91,-25.03,17.22,6.941
-61.71,23.8,-36.12,-85.11,36.34,-11.79,-86.11,41.8,-1.83,-69.3,47.84,7.89,-25.01,17.17,6.931
-61.74,23.7,-36.15,-83.61,37.48,-11.62,-85.76,42.08,-1.82,-69.06,47.94,7.84,-24.99,17.09,6.911
-61.76,23.59,-36.17,-81.96,38.62,-11.45,-85.38,42.37,-1.81,-68.79,48.04,7.79,-24.96,17.01,6.901
-61.79,23.46,-36.2,-80.35,39.61,-11.29,-84.94,42.7,-1.8,-68.5,48.15,7.74,-24.93,16.92,6.881
-61.79,23.33,-36.24,-79.99,39.78,-11.24,-84.69,42.86,-1.79,-68.35,48.2,7.72,-24.91,16.87,6.861
-61.81,23.2,-36.28,-79.7,39.92,-11.2,-84.47,43.02,-1.78,-68.21,48.26,7.7,-24.9,16.82,6.831
-61.76,23.04,-36.34,-79.38,40.05,-11.15,-84.21,43.14,-1.78,-68.05,48.28,7.68,-24.86,16.78,6.801
-61.75,22.88,-36.42,-79.08,40.22,-11.1,-84.01,43.29,-1.77,-67.94,48.33,7.66,-24.82,16.75,6.771
-61.74,22.72,-36.51,-78.75,40.39,-11.06,-83.82,43.43,-1.77,-67.84,48.38,7.65,-24.79,16.72,6.731
-61.61,22.58,-36.52,-78.5,40.38,-11.03,-83.6,43.4,-1.76,-67.7,48.31,7.64,-24.7,16.7,6.681
-61.58,22.47,-36.59,-78.4,40.44,-11.01,-83.55,43.44,-1.76,-67.69,48.33,7.65,-24.64,16.71,6.641
-61.35,22.24,-36.56,-78.07,40.36,-10.96,-83.2,43.35,-1.75,-67.45,48.19,7.64,-24.51,16.68,6.571
-61.33,22.07,-36.66,-78.01,40.41,-10.95,-83.14,43.4,-1.76,-67.44,48.21,7.65,-24.45,16.71,6.531
-61.18,21.87,-36.67,-77.85,40.33,-10.93,-82.89,43.36,-1.76,-67.27,48.12,7.65,-24.34,16.71,6.471
-61.16,21.72,-36.76,-77.88,40.34,-10.93,-82.83,43.4,-1.76,-67.26,48.15,7.66,-24.29,16.75,6.421
-61.15,21.57,-36.85,-77.92,40.34,-10.93,-82.78,43.45,-1.77,-67.25,48.17,7.68,-24.24,16.8,6.371
-60.9,21.35,-36.78,-77.64,40.2,-10.9,-82.38,43.35,-1.78,-66.98,48.01,7.66,-24.09,16.8,6.291
-60.89,21.21,-36.86,-77.67,40.22,-10.91,-82.29,43.41,-1.79,-66.97,48.03,7.66,-24.04,16.87,6.231
-60.71,20.99,-36.83,-77.49,40.09,-10.89,-81.98,43.34,-1.81,-66.75,47.9,7.64,-23.94,16.86,6.171
-60.7,20.82,-36.91,-77.55,40.09,-10.91,-81.91,43.39,-1.82,-66.73,47.92,7.65,-23.9,16.9,6.131
-60.7,20.65,-36.99,-77.61,40.07,-10.93,-81.84,43.44,-1.84,-66.71,47.94,7.65,-23.87,16.93,6.091
-60.58,20.4,-37.0,-77.51,39.97,-10.91,-81.67,43.34,-1.85,-66.62,47.82,7.64,-23.82,16.93,6.051
-60.58,20.19,-37.1,-77.57,39.95,-10.92,-81.68,43.33,-1.86,-66.68,47.8,7.66,-23.82,16.96,6.031
-60.51,19.97,-37.15,-77.7,39.8,-10.93,-81.7,43.21,-1.87,-66.72,47.7,7.67,-23.82,16.97,6.011
-60.51,19.77,-37.25,-77.93,39.68,-10.96,-81.82,43.12,-1.88,-66.85,47.65,7.7,-23.85,17.0,6.001
-60.46,19.59,-37.28,-78.18,39.46,-10.98,-81.91,42.96,-1.89,-66.92,47.55,7.72,-23.87,17.02,5.991
-60.46,19.43,-37.34,-78.59,39.24,-11.01,-82.09,42.83,-1.89,-67.07,47.48,7.75,-23.9,17.06,5.991
-60.47,19.28,-37.4,-79.04,38.99,-11.04,-82.29,42.68,-1.89,-67.23,47.42,7.79,-23.95,17.1,5.981
-60.44,19.09,-37.46,-79.58,38.6,-11.09,-82.45,42.5,-1.88,-67.27,47.34,7.81,-23.96,17.1,5.971
-60.45,18.92,-37.53,-80.35,38.07,-11.16,-82.68,42.33,-1.86,-67.36,47.3,7.83,-23.98,17.12,5.971
-60.5,18.75,-37.59,-81.05,37.58,-11.24,-82.87,42.22,-1.83,-67.42,47.3,7.86,-24.01,17.12,5.961
-60.53,18.59,-37.63,-81.69,37.08,-11.31,-83.03,42.1,-1.79,-67.45,47.28,7.88,-24.03,17.12,5.951
-60.57,18.42,-37.67,-82.3,36.58,-11.38,-83.2,41.97,-1.75,-67.47,47.27,7.9,-24.05,17.11,5.941
-60.59,18.28,-37.71,-82.86,36.11,-11.45,-83.39,41.82,-1.72,-67.52,47.25,7.93,-24.06,17.1,5.941
-60.62,18.14,-37.76,-83.4,35.64,-11.52,-83.59,41.67,-1.67,-67.57,47.23,7.96,-24.06,17.09,5.941
-60.64,18.04,-37.79,-83.81,35.31,-11.59,-83.8,41.49,-1.65,-67.64,47.19,7.99,-24.07,17.1,5.93
-60.67,17.95,-37.82,-84.25,34.95,-11.67,-84.03,41.32,-1.62,-67.72,47.16,8.03,-24.07,17.1,5.92
-60.7,17.87,-37.84,-84.68,34.59,-11.75,-84.26,41.14,-1.59,-67.81,47.13,8.07,-24.08,17.11,5.92
-60.75,17.83,-37.86,-85.02,34.32,-11.83,-84.53,40.96,-1.56,-67.95,47.1,8.12,-24.09,17.1,5.93
-60.78,17.79,-37.87,-85.31,34.05,-11.91,-84.78,40.76,-1.53,-68.07,47.06,8.17,-24.08,17.09,5.93
-60.75,17.77,-37.83,-85.42,33.86,-11.97,-84.97,40.52,-1.52,-68.19,46.95,8.22,-24.07,17.08,5.93
-60.77,17.77,-37.82,-85.59,33.7,-12.05,-85.23,40.3,-1.5,-68.38,46.88,8.29,-24.08,17.09,5.93
-60.85,17.79,-37.84,-85.81,33.61,-12.11,-85.54,40.15,-1.48,-68.61,46.86,8.35,-24.11,17.12,5.94
-60.87,17.79,-37.81,-85.94,33.49,-12.17,-85.76,39.96,-1.46,-68.78,46.79,8.41,-24.12,17.14,5.94
-60.9,17.8,-37.79,-86.06,33.38,-12.23,-85.99,39.76,-1.44,-68.95,46.72,8.47,-24.12,17.16,5.94
-61.01,17.88,-37.78,-86.27,33.34,-12.29,-86.29,39.66,-1.42,-69.19,46.72,8.53,-24.17,17.19,5.95
-61.04,17.95,-37.72,-86.36,33.27,-12.33,-86.46,39.5,-1.39,-69.33,46.66,8.59,-24.19,17.2,5.95
-61.15,18.04,-37.69,-86.49,33.29,-12.37,-86.69,39.44,-1.37,-69.53,46.66,8.64,-24.23,17.23,5.96
-61.18,18.13,-37.6,-86.51,33.29,-12.39,-86.81,39.34,-1.35,-69.64,46.61,8.68,-24.26,17.24,5.97
-61.22,18.22,-37.51,-86.52,33.3,-12.41,-86.91,39.24,-1.33,-69.75,46.56,8.72,-24.28,17.25,5.99
-61.32,18.34,-37.44,-86.66,33.29,-12.44,-87.09,39.2,-1.32,-69.92,46.57,8.77,-24.32,17.3,6.0
-61.36,18.45,-37.33,-86.71,33.26,-12.47,-87.18,39.13,-1.31,-70.02,46.52,8.8,-24.34,17.34,6.0
-61.41,18.64,-37.24,-86.82,33.21,-12.51,-87.31,39.06,-1.29,-70.12,46.51,8.84,-24.36,17.38,6.01
-61.43,18.84,-37.13,-86.89,33.14,-12.54,-87.4,38.98,-1.26,-70.19,46.48,8.86,-24.37,17.41,6.02
-61.49,19.0,-37.05,-87.05,33.06,-12.59,-87.55,38.93,-1.25,-70.29,46.49,8.89,-24.39,17.48,6.02
-61.51,19.15,-36.96,-87.15,32.96,-12.63,-87.63,38.85,-1.23,-70.33,46.47,8.91,-24.39,17.55,6.02
-61.58,19.29,-36.9,-87.25,32.96,-12.66,-87.71,38.87,-1.22,-70.39,46.51,8.93,-24.41,17.61,6.03
-61.6,19.42,-36.81,-87.27,32.95,-12.67,-87.71,38.88,-1.21,-70.39,46.51,8.93,-24.41,17.65,6.03
-61.62,19.55,-36.73,-87.28,32.94,-12.68,-87.69,38.89,-1.2,-70.37,46.51,8.94,-24.42,17.7,6.04
-61.7,19.72,-36.7,-87.37,33.0,-12.71,-87.77,38.96,-1.2,-70.43,46.58,8.94,-24.44,17.76,6.04
-61.7,19.86,-36.64,-87.35,33.03,-12.72,-87.74,38.99,-1.19,-70.4,46.6,8.94,-24.44,17.8,6.04
-61.71,20.0,-36.58,-87.32,33.06,-12.73,-87.71,39.02,-1.19,-70.36,46.61,8.93,-24.44,17.84,6.04
-61.83,20.1,-36.61,-87.47,33.14,-12.77,-87.82,39.14,-1.2,-70.44,46.72,8.94,-24.49,17.93,6.05
-61.84,20.17,-36.58,-87.45,33.15,-12.77,-87.76,39.19,-1.2,-70.39,46.74,8.92,-24.5,17.99,6.05
-61.98,20.26,-36.65,-87.67,33.21,-12.82,-87.89,39.35,-1.21,-70.47,46.87,8.91,-24.56,18.08,6.06
-61.99,20.29,-36.64,-87.69,33.18,-12.83,-87.81,39.42,-1.21,-70.38,46.91,8.88,-24.57,18.12,6.05
-62.11,20.38,-36.67,-87.83,33.27,-12.85,-87.89,39.56,-1.23,-70.45,47.02,8.86,-24.62,18.17,6.07
-62.12,20.42,-36.65,-87.8,33.31,-12.85,-87.81,39.64,-1.24,-70.37,47.05,8.83,-24.63,18.19,6.08
-62.12,20.47,-36.62,-87.77,33.35,-12.84,-87.72,39.72,-1.26,-70.3,47.08,8.79,-24.63,18.2,6.1
-62.2,20.58,-36.67,-87.92,33.37,-12.85,-87.8,39.82,-1.26,-70.31,47.18,8.76,-24.66,18.23,6.12
-62.17,20.66,-36.68,-87.95,33.33,-12.84,-87.75,39.87,-1.27,-70.21,47.22,8.72,-24.66,18.23,6.13
-62.21,20.82,-36.72,-88.05,33.36,-12.86,-87.77,39.98,-1.28,-70.15,47.34,8.69,-24.67,18.2,6.16
-62.16,20.97,-36.72,-88.06,33.36,-12.86,-87.69,40.06,-1.29,-69.98,47.4,8.63,-24.66,18.14,6.18
-62.11,21.13,-36.72,-88.06,33.35,-12.86,-87.6,40.14,-1.29,-69.82,47.47,8.58,-24.64,18.07,6.2
-62.11,21.37,-36.73,-88.15,33.35,-12.89,-87.52,40.31,-1.3,-69.65,47.61,8.52,-24.65,17.98,6.22
-62.06,21.59,-36.7,-88.17,33.33,-12.91,-87.35,40.46,-1.31,-69.4,47.7,8.46,-24.64,17.85,6.23
-62.04,21.99,-36.58,-88.23,33.33,-12.94,-87.29,40.59,-1.31,-69.27,47.8,8.42,-24.67,17.73,6.24
-61.95,22.49,-36.44,-88.24,33.32,-12.96,-87.16,40.7,-1.32,-69.09,47.87,8.37,-24.69,17.58,6.25
-61.86,23.06,-36.31,-88.26,33.36,-12.99,-87.09,40.82,-1.34,-69.01,47.93,8.34,-24.73,17.52,6.23
-61.72,23.64,-36.15,-88.23,33.38,-13.01,-86.98,40.92,-1.35,-68.89,47.97,8.31,-24.75,17.44,6.22
-61.61,24.3,-35.94,-88.09,33.57,-13.03,-86.91,41.01,-1.37,-68.84,48.01,8.29,-24.8,17.42,6.19
-61.47,24.95,-35.69,-87.9,33.76,-13.03,-86.81,41.09,-1.39,-68.78,48.02,8.27,-24.83,17.4,6.15
-61.34,25.58,-35.4,-87.69,33.98,-13.04,-86.71,41.17,-1.41,-68.72,48.03,8.25,-24.87,17.39,6.11
-61.34,25.84,-35.2,-87.46,34.23,-13.02,-86.56,41.33,-1.43,-68.62,48.09,8.21,-24.9,17.41,6.07
-61.31,26.08,-34.99,-87.17,34.5,-13.0,-86.37,41.48,-1.44,-68.5,48.12,8.17,-24.92,17.42,6.02
-61.28,26.33,-34.78,-86.85,34.78,-12.97,-86.17,41.64,-1.46,-68.38,48.15,8.14,-24.94,17.45,5.97
